region,date,strain,share
6,2022-09-17,2,0.0156808715064911
6,2022-09-17,3,0
6,2022-09-17,4,0
6,2022-10-01,0,0
6,2022-10-01,1,0.974261855763144
6,2022-10-01,2,0.0257381442368562
6,2022-10-01,3,0
6,2022-10-01,4,0
6,2022-10-15,0,0
6,2022-10-15,1,0.910311543791854
6,2022-10-15,2,0.0896884562081464
6,2022-10-15,3,0
6,2022-10-15,4,0
6,2022-10-29,0,0
6,2022-10-29,1,0.783163507202478
6,2022-10-29,2,0.216836492797523
6,2022-10-29,3,0
6,2022-10-29,4,0
6,2022-11-12,0,0.000144497446470264
6,2022-11-12,1,0.627274681071693
6,2022-11-12,2,0.372580821481837
6,2022-11-12,3,0
6,2022-11-12,4,0
6,2022-11-26,0,0
6,2022-11-26,1,0.451497770551026
6,2022-11-26,2,0.548502229448975
6,2022-11-26,3,0
6,2022-11-26,4,0
6,2022-12-10,0,0.000501075674019023
6,2022-12-10,1,0.308772604469406
6,2022-12-10,2,0.690726319856575
6,2022-12-10,3,0
6,2022-12-10,4,0
6,2022-12-24,0,0.00801386788778109
6,2022-12-24,1,0.173339730354062
6,2022-12-24,2,0.818646401758157
6,2022-12-24,3,0
6,2022-12-24,4,0
6,2023-01-07,0,0.000533695380806242
6,2023-01-07,1,0.129433033424468
6,2023-01-07,2,0.870033271194726
6,2023-01-07,3,0
6,2023-01-07,4,0
6,2023-01-21,0,0.00795307825089787
6,2023-01-21,1,0.0753082589096974
6,2023-01-21,2,0.915516484952594
6,2023-01-21,3,0.00122217788681111
6,2023-01-21,4,0
6,2023-02-04,0,0
6,2023-02-04,1,0.0475068161939234
6,2023-02-04,2,0.9488997979534
6,2023-02-04,3,0.00359338585267657
6,2023-02-04,4,0
6,2023-02-18,0,0
6,2023-02-18,1,0.0271512971593128
6,2023-02-18,2,0.967601271212344
6,2023-02-18,3,0.00524743162834296
6,2023-02-18,4,0
6,2023-03-04,0,0
6,2023-03-04,1,0.00888788250344613
6,2023-03-04,2,0.975212350260457
6,2023-03-04,3,0.0158997672360972
6,2023-03-04,4,0
6,2023-03-18,0,0
6,2023-03-18,1,0.00253851434268334
6,2023-03-18,2,0.980645075724423
6,2023-03-18,3,0.0168164099328932
6,2023-03-18,4,0
6,2023-04-01,0,0
6,2023-04-01,1,0.00421739824476109
6,2023-04-01,2,0.972949989361622
6,2023-04-01,3,0.0228326123936171
6,2023-04-01,4,0
6,2023-04-15,0,0
6,2023-04-15,1,0.00020012848768944
6,2023-04-15,2,0.93873410372489
6,2023-04-15,3,0.061065767787421
6,2023-04-15,4,0
6,2023-04-29,0,0
6,2023-04-29,1,0.00641738954682606
6,2023-04-29,2,0.90672639400431
6,2023-04-29,3,0.0868562164488639
6,2023-04-29,4,0
6,2023-05-13,0,0
6,2023-05-13,1,0
6,2023-05-13,2,0.898594367511149
6,2023-05-13,3,0.101405632488851
6,2023-05-13,4,0
6,2023-05-27,0,0
6,2023-05-27,1,0
6,2023-05-27,2,0.862642855611083
6,2023-05-27,3,0.137357144388917
6,2023-05-27,4,0
6,2023-06-10,0,0
6,2023-06-10,1,0
6,2023-06-10,2,0.87295977655549
6,2023-06-10,3,0.12704022344451
6,2023-06-10,4,0
6,2023-06-24,0,0
6,2023-06-24,1,0
6,2023-06-24,2,0.75992252600308
6,2023-06-24,3,0.24007747399692
6,2023-06-24,4,0
6,2023-07-08,0,0
6,2023-07-08,1,0
6,2023-07-08,2,0.775581774631986
6,2023-07-08,3,0.224418225368014
6,2023-07-08,4,0
6,2023-07-22,0,0
6,2023-07-22,1,0
6,2023-07-22,2,0.630504176662322
6,2023-07-22,3,0.369495823337678
6,2023-07-22,4,0
6,2023-08-05,0,0
6,2023-08-05,1,0
6,2023-08-05,2,0.619559026049098
6,2023-08-05,3,0.380440973950903
6,2023-08-05,4,0
6,2023-08-19,0,0
6,2023-08-19,1,0
6,2023-08-19,2,0.479274936350271
6,2023-08-19,3,0.520725063649729
6,2023-08-19,4,0
6,2023-09-02,0,0
6,2023-09-02,1,0
6,2023-09-02,2,0.475674586164634
6,2023-09-02,3,0.524325413835366
6,2023-09-02,4,0
6,2023-09-16,0,0
6,2023-09-16,1,0
6,2023-09-16,2,0.467895882496106
6,2023-09-16,3,0.531015319778811
6,2023-09-16,4,0.00108879772508277
6,2023-09-30,0,0
6,2023-09-30,1,0
6,2023-09-30,2,0.461380510217401
6,2023-09-30,3,0.538619489782599
6,2023-09-30,4,0
6,2023-10-14,0,0
6,2023-10-14,1,0
6,2023-10-14,2,0.494721836294268
6,2023-10-14,3,0.505278163705732
6,2023-10-14,4,0
6,2023-10-28,0,0
6,2023-10-28,1,0
6,2023-10-28,2,0.365544195298562
6,2023-10-28,3,0.63223308144329
6,2023-10-28,4,0.0022227232581489
6,2023-11-11,0,0
6,2023-11-11,1,0
6,2023-11-11,2,0.20775856927856
6,2023-11-11,3,0.78007047325515
6,2023-11-11,4,0.0121709574662907
6,2023-11-25,0,0
6,2023-11-25,1,0
6,2023-11-25,2,0.217205788394281
6,2023-11-25,3,0.71843612658074
6,2023-11-25,4,0.0643580850249786
6,2023-12-09,0,0
6,2023-12-09,1,0.00426153252747227
6,2023-12-09,2,0.255203829948092
6,2023-12-09,3,0.54968369013105
6,2023-12-09,4,0.190850947393386
6,2023-12-23,0,0
6,2023-12-23,1,0.00650343295183549
6,2023-12-23,2,0.118263026642925
6,2023-12-23,3,0.453932993695312
6,2023-12-23,4,0.421300546709928
6,2024-01-06,0,0
6,2024-01-06,1,0
6,2024-01-06,2,0.0967552198688636
6,2024-01-06,3,0.291540509942845
6,2024-01-06,4,0.611704270188291
6,2024-01-20,0,0
6,2024-01-20,1,0
6,2024-01-20,2,0.0512869588427663
6,2024-01-20,3,0.118847401135899
6,2024-01-20,4,0.829865640021335
6,2024-02-03,0,0
6,2024-02-03,1,0
6,2024-02-03,2,0.0137191085468523
6,2024-02-03,3,0.0383046898906439
6,2024-02-03,4,0.947976201562504
6,2024-02-17,0,0
6,2024-02-17,1,0
6,2024-02-17,2,0
6,2024-02-17,3,0.00816646873378552
6,2024-02-17,4,0.991833531266214
6,2024-03-02,0,0
6,2024-03-02,1,0
6,2024-03-02,2,0
6,2024-03-02,3,0.0163934434428956
6,2024-03-02,4,0.983606556557105
6,2024-03-16,0,0
6,2024-03-16,1,0
6,2024-03-16,2,0
6,2024-03-16,3,0.0526315781630965
6,2024-03-16,4,0.947368421836903
