region,date,strain,share
1,2022-11-26,0,0
1,2022-11-26,1,0.476524160738405
1,2022-11-26,2,0.523475839261596
1,2022-11-26,3,0
1,2022-11-26,4,0
1,2022-12-10,0,0.000345179697902302
1,2022-12-10,1,0.30610024122231
1,2022-12-10,2,0.693554579079787
1,2022-12-10,3,0
1,2022-12-10,4,0
1,2022-12-24,0,0
1,2022-12-24,1,0.226450831093694
1,2022-12-24,2,0.773549168906306
1,2022-12-24,3,0
1,2022-12-24,4,0
1,2023-01-07,0,0
1,2023-01-07,1,0.126016082788033
1,2023-01-07,2,0.873983917211967
1,2023-01-07,3,0
1,2023-01-07,4,0
1,2023-01-21,0,0
1,2023-01-21,1,0.0503968452298879
1,2023-01-21,2,0.947696599743122
1,2023-01-21,3,0.00190655502699048
1,2023-01-21,4,0
1,2023-02-04,0,0
1,2023-02-04,1,0.0185310596920663
1,2023-02-04,2,0.981056422189415
1,2023-02-04,3,0.000412518118518388
1,2023-02-04,4,0
1,2023-02-18,0,0
1,2023-02-18,1,0.00952415499399271
1,2023-02-18,2,0.988974686315961
1,2023-02-18,3,0.00150115869004632
1,2023-02-18,4,0
1,2023-03-04,0,0
1,2023-03-04,1,0.0148231939529298
1,2023-03-04,2,0.9766208675589
1,2023-03-04,3,0.00855593848816989
1,2023-03-04,4,0
1,2023-03-18,0,0
1,2023-03-18,1,0.00501782080454356
1,2023-03-18,2,0.982165020726724
1,2023-03-18,3,0.0128171584687329
1,2023-03-18,4,0
1,2023-04-01,0,0
1,2023-04-01,1,0
1,2023-04-01,2,0.958146443261503
1,2023-04-01,3,0.0418535567384976
1,2023-04-01,4,0
1,2023-04-15,0,0
1,2023-04-15,1,0.00151461503221653
1,2023-04-15,2,0.946591950432182
1,2023-04-15,3,0.0518934345356017
1,2023-04-15,4,0
1,2023-04-29,0,0
1,2023-04-29,1,0.00280908517226393
1,2023-04-29,2,0.885412206481319
1,2023-04-29,3,0.111778708346417
1,2023-04-29,4,0
1,2023-05-13,0,0
1,2023-05-13,1,0
1,2023-05-13,2,0.814805789855552
1,2023-05-13,3,0.185194210144448
1,2023-05-13,4,0
1,2023-05-27,0,0
1,2023-05-27,1,0
1,2023-05-27,2,0.773934901821897
1,2023-05-27,3,0.226065098178103
1,2023-05-27,4,0
1,2023-06-10,0,0
1,2023-06-10,1,0
1,2023-06-10,2,0.58443559850124
1,2023-06-10,3,0.41556440149876
1,2023-06-10,4,0
1,2023-06-24,0,0
1,2023-06-24,1,0
1,2023-06-24,2,0.710950864059474
1,2023-06-24,3,0.289049135940526
1,2023-06-24,4,0
1,2023-07-08,0,0
1,2023-07-08,1,0
1,2023-07-08,2,0.583041429837608
1,2023-07-08,3,0.416958570162392
1,2023-07-08,4,0
1,2023-07-22,0,0
1,2023-07-22,1,0
1,2023-07-22,2,0.574361553155759
1,2023-07-22,3,0.425638446844241
1,2023-07-22,4,0
1,2023-08-05,0,0
1,2023-08-05,1,0
1,2023-08-05,2,0.493456112957923
1,2023-08-05,3,0.506543887042077
1,2023-08-05,4,0
1,2023-08-19,0,0
1,2023-08-19,1,0
1,2023-08-19,2,0.371548637124787
1,2023-08-19,3,0.628451362875213
1,2023-08-19,4,0
1,2023-09-02,0,0
1,2023-09-02,1,0
1,2023-09-02,2,0.392947323422016
1,2023-09-02,3,0.607052676577984
1,2023-09-02,4,0
1,2023-09-16,0,0
1,2023-09-16,1,0
1,2023-09-16,2,0.330957036814089
1,2023-09-16,3,0.669042963185911
1,2023-09-16,4,0
1,2023-09-30,0,0
1,2023-09-30,1,0
1,2023-09-30,2,0.264160049019253
1,2023-09-30,3,0.735839950980747
1,2023-09-30,4,0
1,2023-10-14,0,0
1,2023-10-14,1,0
1,2023-10-14,2,0.191090361757236
1,2023-10-14,3,0.804407726782713
1,2023-10-14,4,0.00450191146005086
1,2023-10-28,0,0
1,2023-10-28,1,0
1,2023-10-28,2,0.149311131654255
1,2023-10-28,3,0.850688868345745
1,2023-10-28,4,0
1,2023-11-11,0,0
1,2023-11-11,1,0
1,2023-11-11,2,0.101464592220505
1,2023-11-11,3,0.846479648070594
1,2023-11-11,4,0.0520557597089009
1,2023-11-25,0,0
1,2023-11-25,1,0
1,2023-11-25,2,0.0594610793958402
1,2023-11-25,3,0.785312712087654
1,2023-11-25,4,0.155226208516506
1,2023-12-09,0,0
1,2023-12-09,1,0
1,2023-12-09,2,0.0488792154235668
1,2023-12-09,3,0.730467176037434
1,2023-12-09,4,0.220653608538999
1,2023-12-23,0,0
1,2023-12-23,1,0.00512292957060785
1,2023-12-23,2,0.0349861265198769
1,2023-12-23,3,0.453242695561509
1,2023-12-23,4,0.506648248348007
1,2024-01-06,0,0
1,2024-01-06,1,0
1,2024-01-06,2,0.0104878341459891
1,2024-01-06,3,0.213996191221565
1,2024-01-06,4,0.775515974632446
1,2024-01-20,0,0
1,2024-01-20,1,0.00143661013948938
1,2024-01-20,2,0
1,2024-01-20,3,0.0807994291097276
1,2024-01-20,4,0.917763960750783
1,2024-02-03,0,0
1,2024-02-03,1,0
1,2024-02-03,2,0.00546814533349982
1,2024-02-03,3,0.0365324371072415
1,2024-02-03,4,0.957999417559259
1,2024-02-17,0,0
1,2024-02-17,1,0
1,2024-02-17,2,0
1,2024-02-17,3,0.0180345456351759
1,2024-02-17,4,0.981965454364824
1,2024-03-02,0,0.00576382318527792
1,2024-03-02,1,0
1,2024-03-02,2,0
1,2024-03-02,3,0.00634731587228889
1,2024-03-02,4,0.987888860942433
1,2024-03-16,0,0
1,2024-03-16,1,0
1,2024-03-16,2,0
1,2024-03-16,3,0
1,2024-03-16,4,1
