region,date,strain,share
3,2023-02-18,1,0.0149626997924935
3,2023-02-18,2,0.983621129253189
3,2023-02-18,3,0.000877540834224488
3,2023-02-18,4,0
3,2023-03-04,0,0
3,2023-03-04,1,0.00654576891388829
3,2023-03-04,2,0.986918912353346
3,2023-03-04,3,0.00653531873276555
3,2023-03-04,4,0
3,2023-03-18,0,0
3,2023-03-18,1,0.00512738122694445
3,2023-03-18,2,0.961554046937724
3,2023-03-18,3,0.0333185718353317
3,2023-03-18,4,0
3,2023-04-01,0,0
3,2023-04-01,1,0.00377246687465512
3,2023-04-01,2,0.929384686275268
3,2023-04-01,3,0.066842846850077
3,2023-04-01,4,0
3,2023-04-15,0,0
3,2023-04-15,1,0.00346064247258365
3,2023-04-15,2,0.913214402465559
3,2023-04-15,3,0.083324955061857
3,2023-04-15,4,0
3,2023-04-29,0,0
3,2023-04-29,1,0
3,2023-04-29,2,0.86862609996691
3,2023-04-29,3,0.13137390003309
3,2023-04-29,4,0
3,2023-05-13,0,0
3,2023-05-13,1,0.00146517374640216
3,2023-05-13,2,0.826248501591747
3,2023-05-13,3,0.172286324661851
3,2023-05-13,4,0
3,2023-05-27,0,0
3,2023-05-27,1,0.0137068047665708
3,2023-05-27,2,0.721875761793594
3,2023-05-27,3,0.264417433439835
3,2023-05-27,4,0
3,2023-06-10,0,0
3,2023-06-10,1,0.00295048937105777
3,2023-06-10,2,0.660616988993792
3,2023-06-10,3,0.33643252163515
3,2023-06-10,4,0
3,2023-06-24,0,0
3,2023-06-24,1,0
3,2023-06-24,2,0.635975669053698
3,2023-06-24,3,0.364024330946302
3,2023-06-24,4,0
3,2023-07-08,0,0
3,2023-07-08,1,0
3,2023-07-08,2,0.698830036827583
3,2023-07-08,3,0.301169963172417
3,2023-07-08,4,0
3,2023-07-22,0,0.00671639962876062
3,2023-07-22,1,0
3,2023-07-22,2,0.627122972949384
3,2023-07-22,3,0.366160627421856
3,2023-07-22,4,0
3,2023-08-05,0,0.00390188623609794
3,2023-08-05,1,0.000654280861499349
3,2023-08-05,2,0.598882606436188
3,2023-08-05,3,0.396561226466215
3,2023-08-05,4,0
3,2023-08-19,0,0
3,2023-08-19,1,0
3,2023-08-19,2,0.517963177669332
3,2023-08-19,3,0.482036822330668
3,2023-08-19,4,0
3,2023-09-02,0,0
3,2023-09-02,1,0
3,2023-09-02,2,0.392008616591319
3,2023-09-02,3,0.600029165727517
3,2023-09-02,4,0.00796221768116443
3,2023-09-16,0,0
3,2023-09-16,1,0
3,2023-09-16,2,0.366251183721337
3,2023-09-16,3,0.630377530150074
3,2023-09-16,4,0.00337128612858835
3,2023-09-30,0,0
3,2023-09-30,1,0
3,2023-09-30,2,0.273720591148861
3,2023-09-30,3,0.724520798473892
3,2023-09-30,4,0.00175861037724694
3,2023-10-14,0,0
3,2023-10-14,1,0.00114481861843901
3,2023-10-14,2,0.220666089157129
3,2023-10-14,3,0.766506095973317
3,2023-10-14,4,0.0116829962511152
3,2023-10-28,0,0
3,2023-10-28,1,0.00489505793850458
3,2023-10-28,2,0.177123110703674
3,2023-10-28,3,0.799443317338208
3,2023-10-28,4,0.0185385140196131
3,2023-11-11,0,0
3,2023-11-11,1,0.00408352624122564
3,2023-11-11,2,0.164514782721317
3,2023-11-11,3,0.798432201423226
3,2023-11-11,4,0.0329694896142314
3,2023-11-25,0,0
3,2023-11-25,1,0
3,2023-11-25,2,0.108311954612898
3,2023-11-25,3,0.798513601196014
3,2023-11-25,4,0.0931744441910883
3,2023-12-09,0,0
3,2023-12-09,1,0
3,2023-12-09,2,0.0820323596141777
3,2023-12-09,3,0.650771114712496
3,2023-12-09,4,0.267196525673327
3,2023-12-23,0,0
3,2023-12-23,1,0.00129519148713051
3,2023-12-23,2,0.0519844500008669
3,2023-12-23,3,0.478485953202276
3,2023-12-23,4,0.468234405309726
3,2024-01-06,0,0
3,2024-01-06,1,0.00224482088758013
3,2024-01-06,2,0.0422086065732138
3,2024-01-06,3,0.231121059611182
3,2024-01-06,4,0.724425512928024
3,2024-01-20,0,0.000562836356467176
3,2024-01-20,1,0.00124708521177737
3,2024-01-20,2,0.0179449414424121
3,2024-01-20,3,0.110828437656469
3,2024-01-20,4,0.869416699332874
3,2024-02-03,0,0
3,2024-02-03,1,0.00172286388825524
3,2024-02-03,2,0.00172286388825524
3,2024-02-03,3,0.0420889481794721
3,2024-02-03,4,0.954465324044017
3,2024-02-17,0,0
3,2024-02-17,1,0
3,2024-02-17,2,0.00960805661882903
3,2024-02-17,3,0.0195660560824929
3,2024-02-17,4,0.970825887298678
3,2024-03-02,0,0
3,2024-03-02,1,0
3,2024-03-02,2,0.00340705417317445
3,2024-03-02,3,0.00384537553606026
3,2024-03-02,4,0.992747570290765
3,2024-03-16,0,0
3,2024-03-16,1,0
3,2024-03-16,2,0
3,2024-03-16,3,0
3,2024-03-16,4,1
